,year,Trip_Length_Days,Travel_Type,Reason_for_travel
4621,2018,1-3  nights,Tunnel,Business
4622,2018,4-7  nights,Air,Holiday
4623,2018,4-7  nights,Air,Business
4624,2018,4-7  nights,Air,VFR
4625,2018,4-7  nights,Air,Miscellaneous
4626,2018,8-14 nights,Air,Holiday
4627,2018,8-14 nights,Air,Business
4628,2018,8-14 nights,Air,VFR
4629,2018,15+  nights,Air,Holiday
4630,2018,15+  nights,Air,Business
4631,2018,15+  nights,Air,VFR
4632,2018,15+  nights,Air,Miscellaneous
4633,2018,1-3  nights,Air,Holiday
4634,2018,1-3  nights,Air,VFR
4635,2018,1-3  nights,Air,Miscellaneous
4636,2018,4-7  nights,Air,Holiday
4637,2018,4-7  nights,Air,Business
4638,2018,4-7  nights,Air,VFR
4639,2018,4-7  nights,Air,Miscellaneous
4640,2018,4-7  nights,Tunnel,VFR
4641,2018,8-14 nights,Air,Holiday
4642,2018,8-14 nights,Air,Business
4643,2018,8-14 nights,Air,VFR
4644,2018,15+  nights,Air,Holiday
4645,2018,15+  nights,Air,Business
4646,2018,15+  nights,Air,VFR
4647,2018,15+  nights,Air,Study
4648,2018,4-7  nights,Air,Holiday
4649,2018,4-7  nights,Air,VFR
4650,2018,4-7  nights,Air,Miscellaneous
4651,2018,8-14 nights,Air,VFR
4652,2018,8-14 nights,Air,Miscellaneous
4653,2018,15+  nights,Air,Holiday
4654,2018,15+  nights,Air,VFR
4655,2018,1-3  nights,Air,Holiday
4656,2018,4-7  nights,Air,Holiday
4657,2018,4-7  nights,Air,Business
4658,2018,4-7  nights,Air,Miscellaneous
4659,2018,8-14 nights,Air,Holiday
4660,2018,8-14 nights,Air,VFR
4661,2018,15+  nights,Air,Holiday
4662,2018,15+  nights,Air,VFR
4663,2018,15+  nights,Air,Miscellaneous
4664,2018,1-3  nights,Air,Holiday
4665,2018,1-3  nights,Air,VFR
4666,2018,4-7  nights,Air,Holiday
4667,2018,8-14 nights,Air,Holiday
4668,2018,1-3  nights,Air,Holiday
4669,2018,1-3  nights,Air,VFR
4670,2018,1-3  nights,Tunnel,Holiday
4671,2018,4-7  nights,Air,Holiday
4672,2018,4-7  nights,Air,VFR
4673,2018,8-14 nights,Air,Holiday
4674,2018,8-14 nights,Air,VFR
4675,2018,15+  nights,Air,Miscellaneous
4676,2018,1-3  nights,Air,Business
4677,2018,4-7  nights,Air,Holiday
4678,2018,4-7  nights,Air,Business
4679,2018,4-7  nights,Air,VFR
4680,2018,4-7  nights,Air,Miscellaneous
4681,2018,8-14 nights,Air,Holiday
4682,2018,8-14 nights,Air,Business
4683,2018,8-14 nights,Air,VFR
4684,2018,8-14 nights,Air,Miscellaneous
4685,2018,15+  nights,Air,Miscellaneous
4686,2018,4-7  nights,Air,Holiday
4687,2018,4-7  nights,Air,Business
4688,2018,8-14 nights,Air,VFR
4689,2018,15+  nights,Air,VFR
4690,2018,1-3  nights,Air,Holiday
4691,2018,1-3  nights,Air,Business
4692,2018,1-3  nights,Air,Miscellaneous
4693,2018,4-7  nights,Air,Holiday
4694,2018,4-7  nights,Air,Business
4695,2018,4-7  nights,Air,VFR
4696,2018,4-7  nights,Air,Miscellaneous
4697,2018,4-7  nights,Tunnel,Holiday
4698,2018,4-7  nights,Tunnel,VFR
4699,2018,8-14 nights,Air,Holiday
4700,2018,8-14 nights,Air,Business
4701,2018,8-14 nights,Air,VFR
4702,2018,8-14 nights,Air,Miscellaneous
4703,2018,15+  nights,Air,Business
4704,2018,15+  nights,Air,VFR
4705,2018,1-3  nights,Air,Holiday
4706,2018,1-3  nights,Air,Business
4707,2018,1-3  nights,Air,VFR
4708,2018,1-3  nights,Sea,Holiday
4709,2018,1-3  nights,Tunnel,Holiday
4710,2018,4-7  nights,Air,Holiday
4711,2018,4-7  nights,Air,Business
4712,2018,4-7  nights,Air,VFR
4713,2018,4-7  nights,Sea,Holiday
4714,2018,4-7  nights,Tunnel,Holiday
4715,2018,4-7  nights,Tunnel,VFR
4716,2018,8-14 nights,Air,Holiday
4717,2018,8-14 nights,Air,Business
4718,2018,8-14 nights,Air,VFR
4719,2018,15+  nights,Air,Holiday
4720,2018,15+  nights,Air,Business
4721,2018,15+  nights,Air,VFR
4722,2018,15+  nights,Air,Miscellaneous
4723,2018,4-7  nights,Air,Holiday
4724,2018,4-7  nights,Air,Business
4725,2018,8-14 nights,Air,Holiday
4726,2018,8-14 nights,Air,VFR
4727,2018,15+  nights,Air,Holiday
4728,2018,15+  nights,Air,Business
4729,2018,15+  nights,Air,VFR
4730,2018,1-3  nights,Air,Business
4731,2018,1-3  nights,Air,VFR
4732,2018,1-3  nights,Air,Miscellaneous
4733,2018,1-3  nights,Sea,Holiday
4734,2018,4-7  nights,Air,Holiday
4735,2018,4-7  nights,Air,Business
4736,2018,4-7  nights,Air,VFR
4737,2018,8-14 nights,Air,Holiday
4738,2018,8-14 nights,Air,Business
4739,2018,8-14 nights,Air,VFR
4740,2018,15+  nights,Air,Holiday
4741,2018,15+  nights,Air,VFR
4742,2018,4-7  nights,Air,Business
4743,2018,4-7  nights,Air,VFR
4744,2018,8-14 nights,Air,Holiday
4745,2018,8-14 nights,Air,Business
4746,2018,8-14 nights,Air,VFR
4747,2018,15+  nights,Air,Holiday
4748,2018,1-3  nights,Air,VFR
4749,2018,1-3  nights,Air,Miscellaneous
4750,2018,4-7  nights,Air,Holiday
4751,2018,4-7  nights,Air,Business
4752,2018,4-7  nights,Air,VFR
4753,2018,4-7  nights,Air,Miscellaneous
4754,2018,8-14 nights,Air,Holiday
4755,2018,8-14 nights,Air,Business
4756,2018,8-14 nights,Air,VFR
4757,2018,15+  nights,Air,Business
4758,2018,15+  nights,Air,VFR
4759,2018,15+  nights,Air,Miscellaneous
4760,2018,1-3  nights,Air,Business
4761,2018,1-3  nights,Air,Study
4762,2018,4-7  nights,Air,Business
4763,2018,4-7  nights,Air,VFR
4764,2018,8-14 nights,Air,Holiday
4765,2018,8-14 nights,Air,VFR
4766,2018,15+  nights,Air,VFR
4767,2018,1-3  nights,Air,Holiday
4768,2018,1-3  nights,Air,Business
4769,2018,1-3  nights,Air,VFR
4770,2018,4-7  nights,Air,Holiday
4771,2018,4-7  nights,Air,Business
4772,2018,4-7  nights,Air,VFR
4773,2018,8-14 nights,Air,Holiday
4774,2018,8-14 nights,Air,Business
4775,2018,8-14 nights,Air,VFR
4776,2018,15+  nights,Air,Holiday
4777,2018,15+  nights,Air,VFR
4778,2018,15+  nights,Air,Study
4779,2018,1-3  nights,Air,Holiday
4780,2018,1-3  nights,Air,Business
4781,2018,1-3  nights,Air,Miscellaneous
4782,2018,1-3  nights,Sea,Holiday
4783,2018,1-3  nights,Tunnel,Holiday
4784,2018,1-3  nights,Tunnel,Business
4785,2018,1-3  nights,Tunnel,VFR
4786,2018,4-7  nights,Air,Holiday
4787,2018,4-7  nights,Sea,Holiday
4788,2018,4-7  nights,Sea,VFR
4789,2018,4-7  nights,Tunnel,Holiday
4790,2018,4-7  nights,Tunnel,Business
4791,2018,4-7  nights,Tunnel,VFR
4792,2018,8-14 nights,Air,VFR
4793,2018,15+  nights,Sea,Holiday
4794,2018,15+  nights,Tunnel,VFR
4795,2018,1-3  nights,Air,Holiday
4796,2018,1-3  nights,Air,Miscellaneous
4797,2018,4-7  nights,Air,Holiday
4798,2018,4-7  nights,Air,Business
4799,2018,15+  nights,Air,Holiday
4800,2018,1-3  nights,Air,Holiday
4801,2018,1-3  nights,Air,Business
4802,2018,1-3  nights,Air,VFR
4803,2018,1-3  nights,Air,Miscellaneous
4804,2018,1-3  nights,Sea,Holiday
4805,2018,1-3  nights,Sea,Business
4806,2018,1-3  nights,Sea,VFR
4807,2018,1-3  nights,Sea,Miscellaneous
4808,2018,1-3  nights,Tunnel,Holiday
4809,2018,1-3  nights,Tunnel,Business
4810,2018,1-3  nights,Tunnel,VFR
4811,2018,1-3  nights,Tunnel,Miscellaneous
4812,2018,4-7  nights,Air,Holiday
4813,2018,4-7  nights,Air,Business
4814,2018,4-7  nights,Air,VFR
4815,2018,4-7  nights,Air,Study
4816,2018,4-7  nights,Sea,Holiday
4817,2018,4-7  nights,Sea,VFR
4818,2018,4-7  nights,Tunnel,Holiday
4819,2018,4-7  nights,Tunnel,Business
4820,2018,4-7  nights,Tunnel,VFR
4821,2018,4-7  nights,Tunnel,Miscellaneous
4822,2018,8-14 nights,Air,Holiday
4823,2018,8-14 nights,Air,Business
4824,2018,8-14 nights,Air,VFR
4825,2018,8-14 nights,Sea,Holiday
4826,2018,8-14 nights,Sea,VFR
4827,2018,8-14 nights,Tunnel,Holiday
4828,2018,8-14 nights,Tunnel,VFR
4829,2018,15+  nights,Air,Holiday
4830,2018,15+  nights,Air,VFR
4831,2018,15+  nights,Air,Study
4832,2018,15+  nights,Sea,Holiday
4833,2018,15+  nights,Sea,VFR
4834,2018,15+  nights,Tunnel,VFR
4835,2018,15+  nights,Tunnel,Study
4836,2018,15+  nights,Tunnel,Miscellaneous
4837,2018,1-3  nights,Air,Holiday
4838,2018,1-3  nights,Air,Business
4839,2018,1-3  nights,Air,VFR
4840,2018,1-3  nights,Air,Miscellaneous
4841,2018,1-3  nights,Sea,Holiday
4842,2018,1-3  nights,Sea,Business
4843,2018,1-3  nights,Sea,VFR
4844,2018,1-3  nights,Sea,Miscellaneous
4845,2018,4-7  nights,Air,Holiday
4846,2018,4-7  nights,Air,Business
4847,2018,4-7  nights,Air,VFR
4848,2018,4-7  nights,Air,Miscellaneous
4849,2018,4-7  nights,Sea,Holiday
4850,2018,4-7  nights,Sea,Business
4851,2018,4-7  nights,Sea,Miscellaneous
4852,2018,4-7  nights,Tunnel,Holiday
4853,2018,4-7  nights,Tunnel,Business
4854,2018,8-14 nights,Air,Holiday
4855,2018,8-14 nights,Air,Business
4856,2018,8-14 nights,Air,VFR
4857,2018,8-14 nights,Air,Miscellaneous
4858,2018,8-14 nights,Sea,Holiday
4859,2018,8-14 nights,Sea,Business
4860,2018,8-14 nights,Sea,VFR
4861,2018,15+  nights,Air,Holiday
4862,2018,15+  nights,Air,Business
4863,2018,15+  nights,Air,VFR
4864,2018,15+  nights,Sea,Holiday
4865,2018,15+  nights,Sea,VFR
4866,2018,1-3  nights,Air,Holiday
4867,2018,1-3  nights,Air,Business
4868,2018,1-3  nights,Air,VFR
4869,2018,1-3  nights,Air,Miscellaneous
4870,2018,4-7  nights,Air,Holiday
4871,2018,4-7  nights,Air,Business
4872,2018,4-7  nights,Air,VFR
4873,2018,4-7  nights,Air,Miscellaneous
4874,2018,4-7  nights,Sea,Holiday
4875,2018,8-14 nights,Air,Holiday
4876,2018,8-14 nights,Air,VFR
4877,2018,8-14 nights,Air,Study
4878,2018,8-14 nights,Air,Miscellaneous
4879,2018,15+  nights,Air,Holiday
4880,2018,15+  nights,Air,Business
4881,2018,15+  nights,Air,VFR
4882,2018,15+  nights,Air,Miscellaneous
4883,2018,1-3  nights,Air,Holiday
4884,2018,1-3  nights,Air,Business
4885,2018,1-3  nights,Air,VFR
4886,2018,1-3  nights,Air,Miscellaneous
4887,2018,1-3  nights,Sea,Holiday
4888,2018,1-3  nights,Sea,Business
4889,2018,1-3  nights,Sea,VFR
4890,2018,1-3  nights,Tunnel,Holiday
4891,2018,1-3  nights,Tunnel,Business
4892,2018,1-3  nights,Tunnel,VFR
4893,2018,4-7  nights,Air,Holiday
4894,2018,4-7  nights,Air,Business
4895,2018,4-7  nights,Air,VFR
4896,2018,4-7  nights,Sea,Holiday
4897,2018,4-7  nights,Sea,Business
4898,2018,4-7  nights,Sea,VFR
4899,2018,4-7  nights,Tunnel,Holiday
4900,2018,4-7  nights,Tunnel,Business
4901,2018,4-7  nights,Tunnel,VFR
4902,2018,8-14 nights,Air,Holiday
4903,2018,8-14 nights,Air,VFR
4904,2018,8-14 nights,Sea,Holiday
4905,2018,8-14 nights,Sea,VFR
4906,2018,8-14 nights,Tunnel,Holiday
4907,2018,8-14 nights,Tunnel,VFR
4908,2018,15+  nights,Air,Holiday
4909,2018,15+  nights,Air,Business
4910,2018,15+  nights,Air,VFR
4911,2018,15+  nights,Sea,Holiday
4912,2018,1-3  nights,Air,Holiday
4913,2018,1-3  nights,Air,Business
4914,2018,1-3  nights,Air,VFR
4915,2018,1-3  nights,Air,Study
4916,2018,1-3  nights,Air,Miscellaneous
4917,2018,1-3  nights,Sea,VFR
4918,2018,4-7  nights,Air,Holiday
4919,2018,4-7  nights,Air,Business
4920,2018,4-7  nights,Air,VFR
4921,2018,4-7  nights,Air,Miscellaneous
4922,2018,8-14 nights,Air,Holiday
4923,2018,15+  nights,Air,VFR
4924,2018,15+  nights,Air,Miscellaneous
4925,2018,1-3  nights,Air,Business
4926,2018,4-7  nights,Air,Holiday
4927,2018,8-14 nights,Air,VFR
4928,2018,1-3  nights,Air,Holiday
4929,2018,1-3  nights,Air,Business
4930,2018,1-3  nights,Air,VFR
4931,2018,1-3  nights,Air,Miscellaneous
4932,2018,1-3  nights,Sea,Holiday
4933,2018,1-3  nights,Tunnel,Holiday
4934,2018,1-3  nights,Tunnel,Business
4935,2018,1-3  nights,Tunnel,VFR
4936,2018,4-7  nights,Air,Holiday
4937,2018,4-7  nights,Air,Business
4938,2018,4-7  nights,Air,VFR
4939,2018,4-7  nights,Air,Study
4940,2018,4-7  nights,Air,Miscellaneous
4941,2018,4-7  nights,Sea,Business
4942,2018,4-7  nights,Tunnel,VFR
4943,2018,8-14 nights,Air,Holiday
4944,2018,8-14 nights,Air,Business
4945,2018,8-14 nights,Air,VFR
4946,2018,15+  nights,Air,Holiday
4947,2018,15+  nights,Air,Business
4948,2018,15+  nights,Air,VFR
4949,2018,15+  nights,Sea,Holiday
4950,2018,1-3  nights,Air,Holiday
4951,2018,1-3  nights,Air,Business
4952,2018,1-3  nights,Air,VFR
4953,2018,4-7  nights,Air,Holiday
4954,2018,4-7  nights,Air,VFR
4955,2018,8-14 nights,Air,VFR
4956,2018,15+  nights,Air,VFR
4957,2018,1-3  nights,Air,Holiday
4958,2018,1-3  nights,Air,Business
4959,2018,1-3  nights,Air,VFR
4960,2018,1-3  nights,Tunnel,Holiday
4961,2018,4-7  nights,Air,Holiday
4962,2018,4-7  nights,Air,Business
4963,2018,4-7  nights,Air,VFR
4964,2018,4-7  nights,Air,Miscellaneous
4965,2018,8-14 nights,Air,Holiday
4966,2018,8-14 nights,Air,VFR
4967,2018,8-14 nights,Sea,Holiday
4968,2018,15+  nights,Sea,Holiday
4969,2018,1-3  nights,Air,Holiday
4970,2018,1-3  nights,Air,Business
4971,2018,1-3  nights,Air,VFR
4972,2018,1-3  nights,Air,Miscellaneous
4973,2018,4-7  nights,Air,Holiday
4974,2018,4-7  nights,Air,Business
4975,2018,4-7  nights,Air,VFR
4976,2018,4-7  nights,Air,Miscellaneous
4977,2018,4-7  nights,Tunnel,VFR
4978,2018,8-14 nights,Air,Holiday
4979,2018,8-14 nights,Air,Business
4980,2018,8-14 nights,Sea,VFR
4981,2018,8-14 nights,Tunnel,VFR
4982,2018,1-3  nights,Air,Holiday
4983,2018,1-3  nights,Air,Business
4984,2018,1-3  nights,Air,VFR
4985,2018,1-3  nights,Air,Miscellaneous
4986,2018,4-7  nights,Air,Holiday
4987,2018,4-7  nights,Air,Business
4988,2018,4-7  nights,Air,VFR
4989,2018,8-14 nights,Air,Holiday
4990,2018,8-14 nights,Air,VFR
4991,2018,15+  nights,Air,Holiday
4992,2018,1-3  nights,Air,Holiday
4993,2018,1-3  nights,Air,Business
4994,2018,1-3  nights,Air,VFR
4995,2018,1-3  nights,Air,Study
4996,2018,1-3  nights,Air,Miscellaneous
4997,2018,1-3  nights,Sea,VFR
4998,2018,1-3  nights,Sea,Miscellaneous
4999,2018,4-7  nights,Air,Holiday
5000,2018,4-7  nights,Air,Business
5001,2018,4-7  nights,Air,VFR
5002,2018,4-7  nights,Sea,Holiday
5003,2018,4-7  nights,Sea,VFR
5004,2018,8-14 nights,Air,Holiday
5005,2018,8-14 nights,Air,VFR
5006,2018,15+  nights,Sea,VFR
5007,2018,1-3  nights,Air,Holiday
5008,2018,1-3  nights,Air,Business
5009,2018,1-3  nights,Air,VFR
5010,2018,1-3  nights,Sea,Business
5011,2018,4-7  nights,Air,Holiday
5012,2018,4-7  nights,Air,Business
5013,2018,8-14 nights,Air,Holiday
5014,2018,15+  nights,Air,Study
5015,2018,1-3  nights,Air,Holiday
5016,2018,1-3  nights,Air,Business
5017,2018,1-3  nights,Air,VFR
5018,2018,1-3  nights,Air,Miscellaneous
5019,2018,1-3  nights,Tunnel,Business
5020,2018,4-7  nights,Air,Holiday
5021,2018,4-7  nights,Air,Business
5022,2018,4-7  nights,Air,VFR
5023,2018,4-7  nights,Sea,Miscellaneous
5024,2018,4-7  nights,Tunnel,Holiday
5025,2018,8-14 nights,Air,VFR
5026,2018,8-14 nights,Air,Study
5027,2018,8-14 nights,Air,Miscellaneous
5028,2018,8-14 nights,Sea,Holiday
5029,2018,15+  nights,Air,Holiday
5030,2018,15+  nights,Sea,Holiday
5031,2018,1-3  nights,Air,Holiday
5032,2018,1-3  nights,Air,Business
5033,2018,1-3  nights,Air,VFR
5034,2018,1-3  nights,Air,Miscellaneous
5035,2018,4-7  nights,Air,Holiday
5036,2018,4-7  nights,Air,VFR
5037,2018,4-7  nights,Air,Miscellaneous
5038,2018,8-14 nights,Air,Holiday
5039,2018,8-14 nights,Air,Study
5040,2018,15+  nights,Air,Holiday
5041,2018,15+  nights,Air,VFR
5042,2018,1-3  nights,Air,Holiday
5043,2018,1-3  nights,Air,Business
5044,2018,1-3  nights,Air,Miscellaneous
5045,2018,4-7  nights,Air,Holiday
5046,2018,1-3  nights,Air,Business
5047,2018,1-3  nights,Air,VFR
5048,2018,1-3  nights,Air,Miscellaneous
5049,2018,1-3  nights,Sea,Business
5050,2018,4-7  nights,Air,Holiday
5051,2018,4-7  nights,Air,VFR
5052,2018,1-3  nights,Air,Holiday
5053,2018,1-3  nights,Air,Business
5054,2018,1-3  nights,Air,VFR
5055,2018,1-3  nights,Sea,Business
5056,2018,1-3  nights,Tunnel,Business
5057,2018,4-7  nights,Air,Holiday
5058,2018,4-7  nights,Air,VFR
5059,2018,4-7  nights,Sea,Business
5060,2018,4-7  nights,Tunnel,Holiday
5061,2018,8-14 nights,Air,VFR
5062,2018,15+  nights,Air,Business
5063,2018,1-3  nights,Air,Business
5064,2018,4-7  nights,Air,Holiday
5065,2018,1-3  nights,Air,Business
5066,2018,1-3  nights,Air,Miscellaneous
5067,2018,4-7  nights,Tunnel,Business
5068,2018,8-14 nights,Air,Business
5069,2018,8-14 nights,Air,VFR
5070,2018,15+  nights,Air,VFR
5071,2018,1-3  nights,Air,Holiday
5072,2018,1-3  nights,Air,Business
5073,2018,1-3  nights,Air,VFR
5074,2018,1-3  nights,Air,Miscellaneous
5075,2018,1-3  nights,Sea,Business
5076,2018,1-3  nights,Tunnel,Business
5077,2018,4-7  nights,Air,Holiday
5078,2018,4-7  nights,Air,Business
5079,2018,4-7  nights,Air,VFR
5080,2018,8-14 nights,Air,Business
5081,2018,15+  nights,Air,VFR
5082,2018,15+  nights,Sea,VFR
5083,2018,1-3  nights,Air,Business
5084,2018,1-3  nights,Air,VFR
5085,2018,1-3  nights,Air,Miscellaneous
5086,2018,4-7  nights,Air,Holiday
5087,2018,4-7  nights,Air,VFR
5088,2018,8-14 nights,Air,VFR
5089,2018,15+  nights,Air,Business
5090,2018,15+  nights,Air,VFR
5091,2018,1-3  nights,Air,Holiday
5092,2018,1-3  nights,Air,Business
5093,2018,4-7  nights,Air,Holiday
5094,2018,4-7  nights,Air,Business
5095,2018,4-7  nights,Air,VFR
5096,2018,8-14 nights,Air,Holiday
5097,2018,8-14 nights,Air,VFR
5098,2018,8-14 nights,Air,Study
5099,2018,15+  nights,Air,Holiday
5100,2018,15+  nights,Air,VFR
5101,2018,15+  nights,Air,Study
5102,2018,1-3  nights,Air,Business
5103,2018,1-3  nights,Air,VFR
5104,2018,1-3  nights,Air,Miscellaneous
5105,2018,4-7  nights,Air,Holiday
5106,2018,4-7  nights,Air,VFR
5107,2018,8-14 nights,Air,Holiday
5108,2018,8-14 nights,Air,Business
5109,2018,8-14 nights,Air,VFR
5110,2018,15+  nights,Air,Holiday
5111,2018,15+  nights,Air,VFR
5112,2018,1-3  nights,Air,Business
5113,2018,1-3  nights,Air,VFR
5114,2018,1-3  nights,Air,Miscellaneous
5115,2018,1-3  nights,Sea,Business
5116,2018,1-3  nights,Tunnel,Business
5117,2018,4-7  nights,Air,Holiday
5118,2018,4-7  nights,Air,Business
5119,2018,4-7  nights,Air,VFR
5120,2018,4-7  nights,Sea,Business
5121,2018,8-14 nights,Air,Holiday
5122,2018,8-14 nights,Air,VFR
5123,2018,8-14 nights,Air,Study
5124,2018,15+  nights,Air,Holiday
5125,2018,15+  nights,Sea,Miscellaneous
5126,2018,1-3  nights,Air,Holiday
5127,2018,1-3  nights,Air,Business
5128,2018,1-3  nights,Air,VFR
5129,2018,1-3  nights,Air,Miscellaneous
5130,2018,1-3  nights,Sea,Holiday
5131,2018,1-3  nights,Sea,Business
5132,2018,1-3  nights,Sea,Miscellaneous
5133,2018,1-3  nights,Tunnel,Holiday
5134,2018,1-3  nights,Tunnel,Business
5135,2018,1-3  nights,Tunnel,VFR
5136,2018,4-7  nights,Air,Holiday
5137,2018,4-7  nights,Air,Business
5138,2018,4-7  nights,Air,VFR
5139,2018,4-7  nights,Air,Study
5140,2018,4-7  nights,Air,Miscellaneous
5141,2018,4-7  nights,Sea,Holiday
5142,2018,4-7  nights,Tunnel,Holiday
5143,2018,4-7  nights,Tunnel,Business
5144,2018,4-7  nights,Tunnel,Miscellaneous
5145,2018,8-14 nights,Air,Holiday
5146,2018,8-14 nights,Air,Business
5147,2018,8-14 nights,Air,VFR
5148,2018,8-14 nights,Air,Study
5149,2018,8-14 nights,Air,Miscellaneous
5150,2018,8-14 nights,Sea,Holiday
5151,2018,8-14 nights,Sea,Business
5152,2018,8-14 nights,Sea,VFR
5153,2018,8-14 nights,Tunnel,Holiday
5154,2018,15+  nights,Air,Holiday
5155,2018,15+  nights,Air,Business
5156,2018,15+  nights,Air,VFR
5157,2018,15+  nights,Air,Study
5158,2018,15+  nights,Air,Miscellaneous
5159,2018,15+  nights,Sea,Holiday
5160,2018,1-3  nights,Air,Holiday
5161,2018,1-3  nights,Air,Business
5162,2018,1-3  nights,Air,VFR
5163,2018,1-3  nights,Air,Study
5164,2018,1-3  nights,Air,Miscellaneous
5165,2018,1-3  nights,Sea,Holiday
5166,2018,1-3  nights,Tunnel,Holiday
5167,2018,4-7  nights,Air,Holiday
5168,2018,4-7  nights,Air,Business
5169,2018,4-7  nights,Air,VFR
5170,2018,4-7  nights,Sea,Holiday
5171,2018,4-7  nights,Tunnel,Holiday
5172,2018,4-7  nights,Tunnel,VFR
5173,2018,8-14 nights,Air,Holiday
5174,2018,8-14 nights,Air,Business
5175,2018,8-14 nights,Air,VFR
5176,2018,8-14 nights,Air,Miscellaneous
5177,2018,8-14 nights,Sea,Holiday
5178,2018,8-14 nights,Sea,VFR
5179,2018,15+  nights,Air,Holiday
5180,2018,15+  nights,Air,VFR
5181,2018,1-3  nights,Air,Holiday
5182,2018,1-3  nights,Air,Business
5183,2018,1-3  nights,Air,Miscellaneous
5184,2018,1-3  nights,Tunnel,Holiday
5185,2018,4-7  nights,Air,Holiday
5186,2018,4-7  nights,Air,Business
5187,2018,4-7  nights,Air,VFR
5188,2018,4-7  nights,Tunnel,Holiday
5189,2018,8-14 nights,Air,Holiday
5190,2018,15+  nights,Air,Holiday
5191,2018,15+  nights,Air,VFR
5192,2018,1-3  nights,Air,Holiday
5193,2018,1-3  nights,Air,Business
5194,2018,1-3  nights,Air,Miscellaneous
5195,2018,1-3  nights,Tunnel,Holiday
5196,2018,4-7  nights,Air,Holiday
5197,2018,4-7  nights,Air,Business
5198,2018,4-7  nights,Air,VFR
5199,2018,8-14 nights,Air,Holiday
5200,2018,8-14 nights,Air,Business
5201,2018,8-14 nights,Air,Study
5202,2018,8-14 nights,Tunnel,Study
5203,2018,15+  nights,Air,Holiday
5204,2018,15+  nights,Air,VFR
5205,2018,15+  nights,Air,Study
5206,2018,15+  nights,Sea,Holiday
5207,2018,1-3  nights,Air,Holiday
5208,2018,1-3  nights,Air,Miscellaneous
5209,2018,1-3  nights,Sea,Holiday
5210,2018,4-7  nights,Air,Holiday
5211,2018,4-7  nights,Air,VFR
5212,2018,4-7  nights,Sea,Holiday
5213,2018,8-14 nights,Air,Holiday
5214,2018,8-14 nights,Air,VFR
5215,2018,15+  nights,Air,Holiday
5216,2018,15+  nights,Air,Study
5217,2018,15+  nights,Sea,Holiday
5218,2018,1-3  nights,Air,VFR
5219,2018,1-3  nights,Tunnel,Holiday
5220,2018,4-7  nights,Air,Holiday
5221,2018,4-7  nights,Air,VFR
5222,2018,8-14 nights,Air,Holiday
5223,2018,15+  nights,Air,Business
5224,2018,1-3  nights,Air,Holiday
5225,2018,1-3  nights,Air,Miscellaneous
5226,2018,1-3  nights,Sea,Holiday
5227,2018,1-3  nights,Tunnel,Business
5228,2018,4-7  nights,Air,Holiday
5229,2018,4-7  nights,Air,Business
5230,2018,4-7  nights,Air,VFR
5231,2018,8-14 nights,Air,VFR
5232,2018,15+  nights,Air,Holiday
5233,2018,15+  nights,Air,VFR
5234,2018,1-3  nights,Air,Holiday
5235,2018,1-3  nights,Air,Business
5236,2018,1-3  nights,Air,VFR
5237,2018,1-3  nights,Air,Miscellaneous
5238,2018,1-3  nights,Tunnel,Holiday
5239,2018,1-3  nights,Tunnel,Business
5240,2018,1-3  nights,Tunnel,VFR
5241,2018,4-7  nights,Air,Holiday
5242,2018,4-7  nights,Air,Business
5243,2018,4-7  nights,Air,VFR
5244,2018,4-7  nights,Tunnel,Holiday
5245,2018,8-14 nights,Air,Holiday
5246,2018,8-14 nights,Air,VFR
5247,2018,8-14 nights,Sea,Holiday
5248,2018,15+  nights,Air,Holiday
5249,2018,15+  nights,Air,VFR
5250,2018,15+  nights,Air,Miscellaneous
5251,2018,1-3  nights,Air,Holiday
5252,2018,1-3  nights,Air,Business
5253,2018,4-7  nights,Air,Holiday
5254,2018,4-7  nights,Air,Business
5255,2018,4-7  nights,Air,VFR
5256,2018,4-7  nights,Air,Study
5257,2018,4-7  nights,Air,Miscellaneous
5258,2018,4-7  nights,Sea,Holiday
5259,2018,8-14 nights,Air,Holiday
5260,2018,8-14 nights,Air,Business
5261,2018,8-14 nights,Air,VFR
5262,2018,15+  nights,Air,Holiday
5263,2018,15+  nights,Air,VFR
5264,2018,4-7  nights,Air,Holiday
5265,2018,4-7  nights,Air,Business
5266,2018,4-7  nights,Air,VFR
5267,2018,4-7  nights,Air,Miscellaneous
5268,2018,8-14 nights,Air,Holiday
5269,2018,8-14 nights,Air,Business
5270,2018,15+  nights,Air,Holiday
5271,2018,15+  nights,Air,VFR
5272,2018,15+  nights,Tunnel,Holiday
5273,2018,1-3  nights,Air,Holiday
5274,2018,1-3  nights,Air,Business
5275,2018,1-3  nights,Air,VFR
5276,2018,1-3  nights,Air,Miscellaneous
5277,2018,4-7  nights,Air,Holiday
5278,2018,4-7  nights,Air,Business
5279,2018,4-7  nights,Air,VFR
5280,2018,8-14 nights,Air,Holiday
5281,2018,8-14 nights,Air,Business
5282,2018,8-14 nights,Air,VFR
5283,2018,8-14 nights,Tunnel,Holiday
5284,2018,15+  nights,Air,Holiday
5285,2018,15+  nights,Air,VFR
5286,2018,1-3  nights,Sea,Holiday
5287,2018,4-7  nights,Air,Holiday
5288,2018,4-7  nights,Air,Business
5289,2018,4-7  nights,Tunnel,Holiday
5290,2018,8-14 nights,Air,Holiday
